12/15/2012,394.13
12/22/2012,394.54
12/29/2012,394.92
1/5/2013,394.7
1/12/2013,395.08
1/19/2013,395.66
1/26/2013,396.3
2/2/2013,395.73
2/9/2013,396.48
2/16/2013,396.55
2/23/2013,397.41
3/2/2013,396.97
3/9/2013,397.23
3/16/2013,396.73
3/23/2013,397.34
3/30/2013,397.3
4/6/2013,398.49
4/13/2013,398.14
4/20/2013,397.52
4/27/2013,398.86
5/4/2013,399.43
5/11/2013,399.73
5/18/2013,399.86
5/25/2013,400.12
6/1/2013,400.3
6/8/2013,399.52
6/15/2013,399
6/22/2013,398.66
6/29/2013,398.58
7/6/2013,398.73
7/13/2013,397.64
7/20/2013,397.57
7/27/2013,396.92
8/3/2013,397.06
8/10/2013,396.69
8/17/2013,395.63
8/24/2013,395.32
8/31/2013,394.81
9/7/2013,394.41
9/14/2013,393.6
9/21/2013,393.33
9/28/2013,393.61
10/5/2013,393.3
10/12/2013,393.54
10/19/2013,393.6
10/26/2013,394.01
11/2/2013,394.21
11/9/2013,394.47
11/16/2013,395.33
11/23/2013,394.93
11/30/2013,395.74
12/7/2013,396.14
12/14/2013,396.35
12/21/2013,396.6
12/28/2013,397.38
1/4/2014,397.67
1/11/2014,397.98
1/18/2014,397.9
1/25/2014,398.21
2/1/2014,397.84
2/8/2014,398.1
2/15/2014,398.06
2/22/2014,397.87
3/1/2014,398.32
3/8/2014,398.01
3/15/2014,398.97
3/22/2014,400.78
3/29/2014,399.72
4/5/2014,400.44
4/12/2014,401.43
4/19/2014,401.32
4/26/2014,401.41
5/3/2014,401.53
5/10/2014,401.84
5/17/2014,401.61
5/24/2014,402.29
5/31/2014,401.54
6/7/2014,402.23
6/14/2014,401.65
6/21/2014,401.41
6/28/2014,401.32
7/5/2014,400.68
7/12/2014,400.17
7/19/2014,399.68
7/26/2014,398.63
8/2/2014,397.95
8/9/2014,397.95
8/16/2014,397.55
8/23/2014,397.32
8/30/2014,396.84
9/6/2014,396.46
9/13/2014,396.44
9/20/2014,394.88
9/27/2014,395.41
10/4/2014,395.64
10/11/2014,395.66
10/18/2014,395.57
10/25/2014,395.81
11/1/2014,396
11/8/2014,396.61
11/15/2014,396.99
11/22/2014,397.43
11/29/2014,397.33
12/6/2014,398.2
12/13/2014,398.35
12/20/2014,399.02
12/27/2014,399.19
1/3/2015,399.11
1/10/2015,400.02
1/17/2015,399.96
1/24/2015,399.82
1/31/2015,400.07
2/7/2015,400.28
2/14/2015,400.1
2/21/2015,400.23
2/28/2015,400.45
3/7/2015,401.11
3/14/2015,401.71
3/21/2015,401.88
3/28/2015,400.87
4/4/2015,402.59
4/11/2015,402.83
4/18/2015,403.97
4/25/2015,403.88
5/2/2015,403.26
5/9/2015,404.01
5/16/2015,404.02
5/23/2015,404.24
5/30/2015,403.78
6/6/2015,403.74
6/13/2015,403.38
6/20/2015,402.65
6/27/2015,402.56
7/4/2015,402.29
7/11/2015,402.18
7/18/2015,401.64
7/25/2015,400.95
8/1/2015,401.22
8/8/2015,398.67
8/15/2015,399.14
8/22/2015,399.05
8/29/2015,398.96
9/5/2015,398.73
9/12/2015,398.09
9/19/2015,397.03
9/26/2015,397.5
10/3/2015,397.35
10/10/2015,397.67
10/17/2015,398.44
10/24/2015,398.54
10/31/2015,398.36
11/7/2015,398.8
11/14/2015,399.46
11/21/2015,400.68
11/28/2015,400.35
12/5/2015,400.76
12/12/2015,400.84
12/19/2015,402.33
12/26/2015,402.25
1/2/2016,401.94
1/9/2016,402.18
1/16/2016,402.16
1/23/2016,402.61
1/30/2016,403.2
2/6/2016,402.72
2/13/2016,404.91
2/20/2016,403.15
2/27/2016,404.52
3/5/2016,403.91
3/12/2016,403.92
3/19/2016,404.45
3/26/2016,404.94
4/2/2016,406.09
4/9/2016,405.64
4/16/2016,408.49
4/23/2016,408.09
4/30/2016,407.63
5/7/2016,407.77
5/14/2016,407.44
5/21/2016,407.48
5/28/2016,407.34
6/4/2016,407.85
6/11/2016,407.46
6/18/2016,406.93
6/25/2016,406.95
7/2/2016,406.33
7/9/2016,405.89
7/16/2016,404.86
7/23/2016,403.57
7/30/2016,403.64
8/6/2016,403.69
8/13/2016,403.15
8/20/2016,402.04
8/27/2016,401.71
9/3/2016,401.36
9/10/2016,401.2
9/17/2016,401.06
9/24/2016,401.18
10/1/2016,400.78
10/8/2016,400.75
10/15/2016,401.13
10/22/2016,401.63
10/29/2016,401.75
11/5/2016,402.31
11/12/2016,403.08
11/19/2016,403.06
11/26/2016,403.88
12/3/2016,404.37
12/10/2016,404.09
12/17/2016,404.21
12/24/2016,404.56
12/31/2016,404.59
1/7/2017,405.31
1/14/2017,405.88
1/21/2017,405.84
1/28/2017,406.3
2/4/2017,406.28
2/11/2017,406.13
2/18/2017,405.95
2/25/2017,406.1
3/4/2017,408
3/11/2017,406.99
3/18/2017,406.46
3/25/2017,406.66
4/1/2017,407.82
4/8/2017,408.59
4/15/2017,407.12
4/22/2017,409.05
4/29/2017,409.82
5/6/2017,408.98
5/13/2017,409.47
5/20/2017,409.76
5/27/2017,410.11
6/3/2017,409.82
6/10/2017,409.61
6/17/2017,409.55
6/24/2017,408.76
7/1/2017,408.36
7/8/2017,407.7
7/15/2017,407.61
7/22/2017,407.04
7/29/2017,406.7
8/5/2017,406.43
8/12/2017,405.86
8/19/2017,405.48
8/26/2017,404.75
9/2/2017,404.47
9/9/2017,404.03
9/16/2017,403.32
9/23/2017,403.37
9/30/2017,402.88
10/7/2017,402.66
10/14/2017,403.12
10/21/2017,403.53
10/28/2017,403.98
11/4/2017,404.18
11/11/2017,404.21
11/18/2017,404.44
11/25/2017,405.46
12/2/2017,406.29
12/9/2017,406.78
12/16/2017,406.09
12/23/2017,406.43
12/30/2017,407
1/6/2018,407.17
1/13/2018,407.89
1/20/2018,408.01
1/27/2018,408.2
2/3/2018,407.98
2/10/2018,407.53
2/17/2018,408.73
2/24/2018,408.38
3/3/2018,408.64
3/10/2018,408.96
3/17/2018,409.52
3/24/2018,408.74
3/31/2018,409.73
4/7/2018,409.63
4/14/2018,409.34
4/21/2018,410.04
4/28/2018,411.29
5/5/2018,410.51
5/12/2018,409.68
5/19/2018,411.55
5/26/2018,411.36
6/2/2018,411.74
6/9/2018,411.08
6/16/2018,411.18
6/23/2018,410.5
6/30/2018,410.75
7/7/2018,410.13
7/14/2018,409.21
7/21/2018,409.01
7/28/2018,408.42
8/4/2018,408.01
8/11/2018,407.28
8/18/2018,407.21
8/25/2018,407
9/1/2018,406.56
9/8/2018,405.92
9/15/2018,405.54
9/22/2018,405.53
9/29/2018,405.63
10/6/2018,405.49
10/13/2018,405.49
10/20/2018,405.85
10/27/2018,406.35
11/3/2018,406.44
11/10/2018,406.76
11/17/2018,407.62
11/24/2018,409.03
12/1/2018,408.39
12/8/2018,408.5
12/15/2018,408.85
12/22/2018,409.51
12/29/2018,409.66
1/5/2019,409.2
1/12/2019,410.25
1/19/2019,409.66
1/26/2019,412.24
2/2/2019,410.84
2/9/2019,410.91
2/16/2019,412.05
2/23/2019,411.72
3/2/2019,411.39
3/9/2019,412.01
3/16/2019,412.19
3/23/2019,412.77
3/30/2019,410.69
4/6/2019,412.16
4/13/2019,412.57
4/20/2019,413.3
4/27/2019,413.88
5/4/2019,414.21
5/11/2019,414.35
5/18/2019,414.88
5/25/2019,415.01
6/1/2019,414.59
6/8/2019,414.14
6/15/2019,414.38
6/22/2019,413.77
6/29/2019,413.61
7/6/2019,413.31
7/13/2019,412.62
7/20/2019,412.23
7/27/2019,411.69
8/3/2019,410.25
8/10/2019,410.44
8/17/2019,410.41
8/24/2019,409.98
8/31/2019,409.45
9/7/2019,409.25
9/14/2019,408.73
9/21/2019,408.54
9/28/2019,408.43
10/5/2019,408.21
10/12/2019,407.92
10/19/2019,408.54
10/26/2019,408.71
11/2/2019,408.72
11/9/2019,409.79
11/16/2019,410.08
11/23/2019,409.92
11/30/2019,410.41
12/7/2019,410.85
12/14/2019,411.2
12/21/2019,411.6
12/28/2019,412.23
1/4/2020,412.63
1/11/2020,413.12
1/25/2020,413.32
2/1/2020,413.29
2/8/2020,413.93
2/15/2020,414.76
2/22/2020,413.74
2/29/2020,414.14
3/7/2020,413.87
3/14/2020,413.93
3/21/2020,414.23
3/28/2020,414.57
4/4/2020,415.5
4/11/2020,415.54
4/18/2020,416.4
4/25/2020,416.54
5/2/2020,415.79
5/9/2020,417.13
5/16/2020,416.84
5/23/2020,416.8
5/30/2020,417.41
6/6/2020,417.13
6/13/2020,416.43
6/20/2020,416.43
6/27/2020,416.09
7/4/2020,415.88
7/11/2020,415.13
7/18/2020,414.84
7/25/2020,414.22
8/1/2020,413.56
8/8/2020,413.35
8/15/2020,412.78
8/22/2020,412.67
8/29/2020,412.17
9/5/2020,411.72
9/12/2020,411.48
9/19/2020,411.37
9/26/2020,411.09
10/3/2020,410.99
10/10/2020,410.95
10/17/2020,411.05
10/24/2020,411.09
10/31/2020,411.48
11/7/2020,411.75
11/14/2020,412.3
11/21/2020,412.61
11/28/2020,412.91
12/5/2020,414.25
12/12/2020,413
12/19/2020,413.6
12/26/2020,414.34
1/2/2021,414.64
1/9/2021,415.19
1/16/2021,414.83
1/23/2021,414.84
1/30/2021,415.39
2/6/2021,415.68
2/13/2021,416.91
2/20/2021,416.46
2/27/2021,416.16
3/6/2021,416.45
3/13/2021,417.56
3/20/2021,416.54
3/27/2021,418
4/3/2021,416.43
4/10/2021,417.69
4/17/2021,419.02
4/24/2021,417.66
5/1/2021,418.54
5/8/2021,419.65
5/15/2021,418.16
5/22/2021,419.02
5/29/2021,417.98
6/5/2021,419.49
6/12/2021,419.46
6/19/2021,418.9
6/26/2021,418.49
7/3/2021,417.82
7/10/2021,417.7
7/17/2021,417.08
7/24/2021,416.91
7/31/2021,415.92
8/7/2021,414.94
8/14/2021,414.56
8/21/2021,414.66
8/28/2021,414.42
9/4/2021,412.68
9/11/2021,412.58
9/18/2021,413.15
9/25/2021,413.09
,413.05
